date,state,crop,price
01-06-2027,Madhya Pradesh,Wheat,2547.46
01-11-2020,Haryana,Wheat,1973.89
01-07-2020,Punjab,Mustard,4785.13
01-06-2024,Punjab,Barley,1868.1
01-08-2021,Madhya Pradesh,Wheat,2002.91
01-12-2023,Gujarat,Groundnut,5954.04
01-11-2021,Haryana,Maize,1498.54
01-08-2025,Haryana,Soybean,4007.12
01-05-2021,Maharashtra,Cotton,6501.26
01-04-2026,Karnataka,Pulses,6194.53
01-03-2020,Uttar Pradesh,Mustard,5132.44
01-09-2020,Haryana,Cotton,5930.02
01-10-2026,Karnataka,Maize,1714.99
01-10-2022,Punjab,Soybean,3625.95
01-01-2022,Haryana,Cotton,6339.14
01-06-2024,Uttar Pradesh,Barley,1840.19
01-06-2025,Rajasthan,Mustard,5735.67
01-10-2025,Rajasthan,Rice,2025.47
01-03-2023,Uttar Pradesh,Sugarcane,337.17
01-05-2022,Bihar,Cotton,6715.01
01-09-2025,Punjab,Cotton,6692.09
01-06-2023,Tamil Nadu,Sugarcane,340.57
01-12-2025,Rajasthan,Rice,2067.87
01-07-2027,Maharashtra,Wheat,2492.6
01-11-2024,Maharashtra,Pulses,5368.72
01-10-2027,Maharashtra,Maize,1746.76
01-07-2021,Maharashtra,Barley,1691.21
01-09-2027,Maharashtra,Rice,2130.36
01-11-2021,Uttar Pradesh,Rice,1821.25
01-11-2028,Karnataka,Barley,1901.66
01-05-2026,Maharashtra,Sugarcane,375.85
01-02-2028,Maharashtra,Wheat,2589.59
01-06-2028,Tamil Nadu,Soybean,4501.03
01-11-2022,Bihar,Groundnut,5609.49
01-02-2021,Tamil Nadu,Maize,1578.73
01-08-2024,Uttar Pradesh,Groundnut,6161.56
01-06-2028,Karnataka,Rice,2298.29
01-04-2020,Bihar,Cotton,6430.63
01-06-2027,Rajasthan,Barley,1976.67
01-12-2024,Punjab,Mustard,5329.79
01-07-2021,Maharashtra,Soybean,3689.09
01-11-2020,Punjab,Soybean,3367.4
01-09-2024,Bihar,Barley,1776.14
01-10-2022,Maharashtra,Groundnut,5554.37
01-02-2023,Haryana,Maize,1654.46
01-01-2027,Punjab,Mustard,5907.6
01-12-2023,Rajasthan,Mustard,5172.12
01-04-2022,Madhya Pradesh,Sugarcane,333.8
01-08-2028,Punjab,Groundnut,6737.52
01-10-2028,Uttar Pradesh,Barley,1942.5
01-10-2025,Maharashtra,Groundnut,6085.19
01-08-2025,Rajasthan,Barley,1823.22
01-09-2026,Uttar Pradesh,Wheat,2279.51
01-01-2027,Punjab,Groundnut,6651.58
01-08-2021,Rajasthan,Wheat,2080.5
01-11-2020,Uttar Pradesh,Rice,1797.09
01-04-2024,Maharashtra,Groundnut,6425.99
01-04-2027,Bihar,Soybean,4407.92
01-04-2022,Punjab,Maize,1698.75
01-10-2027,Karnataka,Barley,1909.63
01-03-2020,Karnataka,Rice,1915.54
01-11-2024,Tamil Nadu,Rice,1964.65
01-07-2021,Haryana,Pulses,5169.4
01-02-2022,Bihar,Mustard,5265.97
01-04-2021,Madhya Pradesh,Maize,1635.36
01-08-2021,Bihar,Pulses,5032.15
01-09-2021,Punjab,Cotton,6067.21
01-12-2028,Uttar Pradesh,Sugarcane,369.01
01-05-2028,Gujarat,Pulses,6390.29
01-06-2021,Haryana,Soybean,3715.67
01-11-2022,Tamil Nadu,Rice,1870.04
01-11-2027,Maharashtra,Groundnut,6493.11
01-10-2024,Punjab,Wheat,2144.74
01-09-2027,Rajasthan,Pulses,5889.01
01-10-2020,Gujarat,Soybean,3373.2
01-01-2026,Rajasthan,Sugarcane,348.98
01-01-2028,Uttar Pradesh,Mustard,5858.7
01-12-2028,Madhya Pradesh,Maize,1884.66
01-12-2020,Gujarat,Rice,1819.79
01-02-2025,Haryana,Groundnut,6412.99
01-04-2028,Karnataka,Pulses,6478.38
01-07-2026,Tamil Nadu,Mustard,5829.07
01-12-2023,Rajasthan,Groundnut,6042.46
01-12-2024,Maharashtra,Cotton,6673.85
01-06-2022,Rajasthan,Sugarcane,333.71
01-12-2026,Rajasthan,Maize,1795.41
01-03-2021,Karnataka,Maize,1641.26
01-03-2021,Uttar Pradesh,Mustard,5178.99
01-05-2026,Punjab,Groundnut,6889.56
01-04-2021,Haryana,Rice,1947.78
01-12-2023,Bihar,Groundnut,5878.54
01-03-2028,Tamil Nadu,Rice,2373.79
01-04-2028,Uttar Pradesh,Rice,2352.58
01-01-2022,Rajasthan,Cotton,6304.39
01-11-2022,Maharashtra,Soybean,3659.7
01-10-2027,Punjab,Soybean,4035.46
01-07-2027,Gujarat,Wheat,2462.5
01-12-2022,Bihar,Mustard,5008.66
01-10-2022,Rajasthan,Cotton,6077.52
01-09-2028,Maharashtra,Sugarcane,359.67
01-01-2026,Bihar,Mustard,5639.05
01-08-2020,Gujarat,Mustard,4757.11
01-09-2024,Tamil Nadu,Sugarcane,324.66
01-12-2021,Gujarat,Mustard,4920.89
01-06-2023,Rajasthan,Mustard,5352.67
01-01-2026,Gujarat,Maize,1757.57
01-12-2027,Madhya Pradesh,Pulses,5993.71
01-05-2022,Uttar Pradesh,Barley,1813.12
01-08-2025,Uttar Pradesh,Maize,1703.49
01-09-2027,Uttar Pradesh,Rice,2159.76
01-06-2025,Madhya Pradesh,Mustard,5608.43
01-12-2026,Gujarat,Pulses,5922.46
01-10-2028,Bihar,Barley,1891.55
01-10-2026,Maharashtra,Mustard,5556.99
01-09-2027,Gujarat,Cotton,7120.44
01-09-2025,Tamil Nadu,Rice,1997.17
01-06-2023,Bihar,Maize,1719.61
01-09-2027,Uttar Pradesh,Barley,1898.02
01-10-2024,Uttar Pradesh,Sugarcane,328.61
01-04-2022,Tamil Nadu,Barley,1764.86
01-06-2026,Uttar Pradesh,Soybean,4249.53
01-09-2023,Rajasthan,Wheat,2151.78
01-07-2027,Bihar,Pulses,6072.56
01-04-2028,Bihar,Mustard,6395.12
01-11-2022,Tamil Nadu,Groundnut,5682.62
01-09-2026,Madhya Pradesh,Groundnut,6298.97
01-05-2025,Gujarat,Soybean,4166.87
01-06-2026,Gujarat,Rice,2176.59
01-03-2025,Rajasthan,Wheat,2402.29
01-02-2022,Madhya Pradesh,Barley,1744.74
01-10-2024,Uttar Pradesh,Rice,1971.34
01-02-2026,Haryana,Soybean,4258.34
01-05-2021,Haryana,Sugarcane,320.69
01-11-2023,Rajasthan,Rice,1957.72
01-05-2022,Tamil Nadu,Wheat,2268.71
01-01-2023,Rajasthan,Cotton,6425.04
01-08-2020,Haryana,Mustard,4673.59
01-11-2023,Gujarat,Maize,1579.86
01-02-2021,Maharashtra,Sugarcane,321.43
01-06-2022,Tamil Nadu,Maize,1650.01
01-02-2026,Tamil Nadu,Sugarcane,358.71
01-07-2027,Maharashtra,Barley,1951.85
01-11-2020,Gujarat,Barley,1564.55
01-04-2026,Haryana,Maize,1870.25
01-09-2023,Uttar Pradesh,Wheat,2087.29
01-01-2020,Haryana,Cotton,5968.6
01-02-2026,Punjab,Wheat,2439.28
01-04-2026,Karnataka,Mustard,5952.3
01-01-2025,Tamil Nadu,Cotton,6984.87
01-05-2021,Gujarat,Maize,1630.37
01-10-2028,Maharashtra,Sugarcane,355.78
01-01-2023,Madhya Pradesh,Wheat,2195.26
01-07-2024,Karnataka,Maize,1676.24
01-01-2024,Uttar Pradesh,Rice,1992.41
01-10-2028,Maharashtra,Rice,2128.34
01-08-2024,Punjab,Maize,1651.76
01-09-2025,Punjab,Maize,1668.79
01-09-2025,Uttar Pradesh,Sugarcane,337.58
01-07-2027,Haryana,Groundnut,6611.48
01-03-2026,Karnataka,Sugarcane,370.4
01-09-2025,Madhya Pradesh,Mustard,5416.24
01-11-2027,Gujarat,Cotton,7152.22
01-05-2020,Madhya Pradesh,Groundnut,5716.83
01-01-2023,Rajasthan,Groundnut,5959.5
01-05-2024,Haryana,Maize,1762.67
01-01-2025,Rajasthan,Mustard,5624.07
01-10-2028,Madhya Pradesh,Groundnut,6606.52
01-03-2024,Tamil Nadu,Mustard,5742.76
01-06-2023,Tamil Nadu,Barley,1822.83
01-06-2022,Madhya Pradesh,Barley,1725.71
01-09-2025,Tamil Nadu,Barley,1809.44
01-03-2028,Tamil Nadu,Mustard,6324.18
01-08-2024,Rajasthan,Cotton,6782.07
01-09-2024,Tamil Nadu,Rice,1937.15
01-05-2026,Rajasthan,Maize,1889.67
01-12-2024,Maharashtra,Maize,1700.26
01-11-2027,Bihar,Sugarcane,348.21
01-03-2024,Maharashtra,Maize,1788.85
01-08-2026,Tamil Nadu,Mustard,5529.21
01-06-2028,Rajasthan,Mustard,6228.69
01-02-2024,Madhya Pradesh,Wheat,2334.94
01-07-2024,Maharashtra,Wheat,2233.07
01-01-2024,Punjab,Soybean,3969.26
01-05-2023,Maharashtra,Mustard,5404.82
01-11-2023,Madhya Pradesh,Pulses,5309.78
01-04-2023,Maharashtra,Cotton,6816.57
01-05-2023,Bihar,Sugarcane,345.55
01-08-2021,Maharashtra,Cotton,6186.62
01-02-2021,Karnataka,Barley,1671.99
01-09-2021,Tamil Nadu,Sugarcane,300.64
01-08-2027,Haryana,Soybean,4253.2
01-12-2020,Bihar,Barley,1582.53
01-10-2028,Maharashtra,Mustard,5751.84
01-11-2020,Tamil Nadu,Wheat,1934.97
01-04-2021,Gujarat,Mustard,5275.93
01-10-2020,Uttar Pradesh,Maize,1477.01
01-08-2020,Madhya Pradesh,Pulses,5036.38
01-03-2027,Madhya Pradesh,Rice,2326.2
01-01-2025,Tamil Nadu,Sugarcane,349.37
01-02-2028,Rajasthan,Sugarcane,380.96
01-01-2028,Gujarat,Pulses,6257.26
01-05-2020,Maharashtra,Sugarcane,320.65
01-08-2020,Maharashtra,Pulses,4948.24
01-02-2024,Karnataka,Barley,1847.87
01-05-2023,Haryana,Groundnut,6368.32
01-07-2022,Maharashtra,Rice,1916.09
01-10-2021,Haryana,Mustard,4887.02
01-07-2027,Uttar Pradesh,Wheat,2437.97
01-09-2026,Gujarat,Groundnut,6369.01
01-07-2020,Rajasthan,Maize,1542.31
01-07-2028,Haryana,Barley,2025.39
01-01-2027,Maharashtra,Maize,1828.48
01-09-2027,Bihar,Groundnut,6503.13
01-04-2020,Tamil Nadu,Soybean,3711.95
01-11-2026,Maharashtra,Maize,1758.81
01-01-2027,Bihar,Sugarcane,357.09
01-08-2028,Haryana,Pulses,6230.12
01-02-2023,Madhya Pradesh,Pulses,5694.02
01-10-2028,Rajasthan,Barley,1883.16
01-11-2026,Haryana,Mustard,5639.1
01-10-2026,Bihar,Cotton,6809.52
01-02-2021,Rajasthan,Pulses,5315.8
01-08-2028,Punjab,Sugarcane,364.85
01-04-2027,Madhya Pradesh,Barley,2021.85
01-06-2027,Punjab,Soybean,4355.33
01-12-2020,Rajasthan,Rice,1826.66
01-02-2021,Karnataka,Pulses,5296.0
01-03-2023,Bihar,Soybean,3976.46
01-12-2023,Karnataka,Wheat,2204.89
01-09-2028,Madhya Pradesh,Mustard,5709.16
01-09-2028,Karnataka,Groundnut,6539.93
01-10-2026,Maharashtra,Sugarcane,343.69
01-10-2023,Gujarat,Soybean,3630.61
01-01-2024,Tamil Nadu,Soybean,3958.39
01-02-2025,Haryana,Cotton,7179.73
01-10-2024,Tamil Nadu,Pulses,5484.27
01-10-2020,Uttar Pradesh,Mustard,4718.69
01-04-2023,Bihar,Groundnut,6243.47
01-03-2025,Punjab,Cotton,7226.17
01-05-2025,Gujarat,Groundnut,6648.49
01-07-2025,Madhya Pradesh,Barley,1880.03
01-02-2025,Bihar,Sugarcane,350.71
01-11-2027,Gujarat,Rice,2120.82
01-07-2022,Punjab,Sugarcane,322.87
01-05-2028,Bihar,Maize,1988.98
01-10-2027,Rajasthan,Rice,2081.12
01-06-2025,Uttar Pradesh,Mustard,5659.23
01-02-2022,Uttar Pradesh,Rice,1957.91
01-09-2025,Bihar,Groundnut,6150.05
01-12-2025,Tamil Nadu,Pulses,5739.76
01-05-2025,Tamil Nadu,Mustard,5751.69
01-06-2026,Madhya Pradesh,Cotton,7267.71
01-01-2027,Madhya Pradesh,Pulses,6019.55
01-11-2021,Haryana,Rice,1810.46
01-10-2025,Karnataka,Mustard,5371.11
01-05-2026,Rajasthan,Wheat,2443.3
01-07-2024,Madhya Pradesh,Wheat,2315.02
01-11-2028,Gujarat,Mustard,5753.62
01-01-2025,Haryana,Mustard,5554.7
01-04-2026,Gujarat,Rice,2202.59
01-07-2024,Punjab,Barley,1824.07
01-03-2020,Punjab,Maize,1554.5
01-07-2022,Punjab,Maize,1603.35
01-05-2023,Gujarat,Wheat,2338.55
01-05-2023,Maharashtra,Cotton,6840.25
01-05-2028,Haryana,Cotton,7947.95
01-11-2025,Punjab,Cotton,6714.22
01-10-2028,Punjab,Maize,1767.86
01-07-2024,Tamil Nadu,Sugarcane,334.91
01-10-2027,Tamil Nadu,Soybean,4073.18
01-08-2020,Tamil Nadu,Mustard,4669.05
01-03-2020,Karnataka,Maize,1592.63
01-11-2027,Uttar Pradesh,Barley,1920.72
01-03-2022,Rajasthan,Sugarcane,331.89
01-12-2024,Madhya Pradesh,Rice,2022.18
01-02-2025,Rajasthan,Maize,1796.98
01-07-2023,Maharashtra,Wheat,2181.0
01-05-2020,Rajasthan,Mustard,4971.65
01-10-2026,Punjab,Groundnut,6211.45
01-01-2026,Tamil Nadu,Rice,2130.26
01-05-2025,Rajasthan,Pulses,6055.88
01-07-2027,Madhya Pradesh,Maize,1832.75
01-11-2027,Haryana,Maize,1792.57
01-10-2023,Uttar Pradesh,Barley,1715.76
01-11-2028,Rajasthan,Groundnut,6534.82
01-04-2020,Haryana,Groundnut,5749.31
01-08-2028,Rajasthan,Soybean,4272.7
01-09-2023,Rajasthan,Pulses,5385.64
01-02-2026,Karnataka,Pulses,6029.8
01-11-2024,Karnataka,Maize,1630.65
01-07-2026,Maharashtra,Groundnut,6631.05
01-11-2028,Tamil Nadu,Sugarcane,358.77
01-01-2024,Tamil Nadu,Barley,1822.26
01-04-2027,Karnataka,Wheat,2527.52
01-09-2024,Maharashtra,Barley,1756.52
01-05-2022,Gujarat,Barley,1812.92
01-11-2026,Rajasthan,Soybean,4000.33
01-01-2020,Haryana,Sugarcane,297.31
01-04-2027,Tamil Nadu,Wheat,2578.39
01-06-2026,Bihar,Maize,1843.08
01-08-2020,Tamil Nadu,Groundnut,5517.29
01-04-2022,Tamil Nadu,Pulses,5506.0
01-06-2028,Gujarat,Pulses,6438.89
01-03-2025,Madhya Pradesh,Groundnut,6534.17
01-06-2028,Bihar,Mustard,6235.52
01-06-2025,Karnataka,Wheat,2405.38
01-01-2021,Karnataka,Wheat,2034.25
01-11-2023,Punjab,Maize,1605.04
01-10-2022,Gujarat,Rice,1869.9
01-06-2025,Haryana,Maize,1777.88
01-06-2023,Gujarat,Rice,2026.34
01-01-2025,Rajasthan,Pulses,5728.26
01-05-2021,Gujarat,Mustard,5244.2
01-07-2022,Gujarat,Soybean,3770.81
01-03-2026,Uttar Pradesh,Barley,1993.06
01-03-2026,Uttar Pradesh,Pulses,6081.92
01-06-2026,Haryana,Mustard,5810.77
01-09-2024,Uttar Pradesh,Pulses,5400.65
01-08-2021,Uttar Pradesh,Groundnut,5520.29
01-04-2024,Karnataka,Wheat,2363.18
01-04-2021,Gujarat,Groundnut,5922.48
01-08-2023,Haryana,Cotton,6543.57
01-12-2027,Punjab,Pulses,6141.78
01-03-2026,Rajasthan,Pulses,6081.38
01-07-2021,Punjab,Barley,1639.14
01-05-2026,Tamil Nadu,Maize,1892.95
01-06-2028,Punjab,Barley,2061.16
01-07-2025,Madhya Pradesh,Pulses,5803.01
01-11-2023,Madhya Pradesh,Sugarcane,324.05
01-11-2023,Rajasthan,Barley,1720.53
01-10-2028,Gujarat,Wheat,2419.39
01-06-2023,Haryana,Rice,2029.09
01-02-2022,Madhya Pradesh,Maize,1665.58
01-12-2021,Haryana,Barley,1630.65
01-09-2027,Tamil Nadu,Sugarcane,350.96
01-04-2027,Bihar,Rice,2336.22
01-12-2023,Madhya Pradesh,Rice,1955.47
01-03-2027,Uttar Pradesh,Mustard,6011.05
01-06-2022,Maharashtra,Wheat,2220.79
01-05-2028,Tamil Nadu,Rice,2338.33
01-10-2028,Maharashtra,Cotton,7132.29
01-01-2025,Punjab,Barley,1814.0
01-03-2021,Karnataka,Barley,1707.4
01-11-2026,Maharashtra,Mustard,5527.72
01-10-2025,Karnataka,Sugarcane,328.13
01-09-2026,Haryana,Wheat,2339.47
01-06-2026,Punjab,Rice,2158.46
01-07-2028,Madhya Pradesh,Cotton,7399.81
01-02-2028,Tamil Nadu,Rice,2285.59
01-11-2025,Punjab,Maize,1656.69
01-01-2025,Karnataka,Groundnut,6307.84
01-12-2026,Punjab,Rice,2081.41
01-11-2023,Karnataka,Sugarcane,319.95
01-06-2028,Karnataka,Wheat,2566.02
01-10-2021,Maharashtra,Soybean,3472.47
01-10-2022,Rajasthan,Wheat,2080.16
01-12-2023,Bihar,Sugarcane,325.87
01-05-2026,Uttar Pradesh,Rice,2229.83
01-05-2022,Haryana,Soybean,3957.18
01-11-2024,Gujarat,Rice,2008.34
01-09-2021,Uttar Pradesh,Rice,1835.44
01-03-2024,Haryana,Groundnut,6373.36
01-12-2022,Uttar Pradesh,Groundnut,5841.69
01-08-2026,Gujarat,Mustard,5695.42
01-05-2025,Bihar,Cotton,7261.41
01-08-2020,Haryana,Rice,1750.23
01-03-2020,Uttar Pradesh,Barley,1666.22
01-08-2026,Uttar Pradesh,Mustard,5665.52
01-01-2026,Rajasthan,Maize,1800.09
01-09-2021,Bihar,Groundnut,5446.83
01-04-2027,Rajasthan,Soybean,4520.86
01-08-2027,Tamil Nadu,Barley,1937.45
01-03-2022,Rajasthan,Rice,1981.06
01-08-2024,Maharashtra,Pulses,5446.05
01-08-2022,Madhya Pradesh,Sugarcane,309.27
01-10-2027,Madhya Pradesh,Pulses,5947.82
01-03-2022,Tamil Nadu,Soybean,3953.8
01-01-2021,Rajasthan,Sugarcane,314.12
01-10-2023,Haryana,Soybean,3737.86
01-04-2027,Haryana,Wheat,2537.25
01-11-2020,Rajasthan,Soybean,3420.81
01-06-2025,Maharashtra,Barley,1902.39
01-08-2027,Maharashtra,Wheat,2440.99
01-10-2021,Rajasthan,Groundnut,5577.56
01-03-2022,Uttar Pradesh,Pulses,5589.47
01-11-2022,Tamil Nadu,Sugarcane,313.48
01-02-2022,Punjab,Sugarcane,326.59
01-06-2025,Gujarat,Rice,2153.46
01-08-2020,Rajasthan,Barley,1611.98
01-10-2023,Bihar,Soybean,3741.3
01-05-2022,Maharashtra,Sugarcane,340.53
01-01-2027,Punjab,Maize,1800.28
01-01-2027,Rajasthan,Mustard,5821.22
01-10-2025,Punjab,Cotton,6694.92
01-08-2022,Punjab,Cotton,6365.06
01-03-2026,Maharashtra,Soybean,4269.78
01-07-2021,Uttar Pradesh,Wheat,2087.64
01-09-2025,Bihar,Pulses,5695.82
01-02-2021,Haryana,Pulses,5391.32
01-12-2025,Haryana,Cotton,6902.73
01-04-2021,Uttar Pradesh,Barley,1762.85
01-04-2025,Punjab,Barley,1918.39
01-01-2024,Madhya Pradesh,Cotton,6839.16
01-10-2023,Haryana,Groundnut,5703.64
01-08-2020,Uttar Pradesh,Sugarcane,295.98
01-09-2022,Bihar,Mustard,5037.87
01-09-2020,Rajasthan,Pulses,4859.41
01-06-2028,Uttar Pradesh,Pulses,6292.62
01-02-2026,Madhya Pradesh,Mustard,5711.32
01-03-2028,Karnataka,Maize,1954.73
01-10-2027,Punjab,Sugarcane,355.61
01-07-2020,Uttar Pradesh,Barley,1593.02
01-06-2021,Rajasthan,Maize,1634.7
01-07-2028,Maharashtra,Sugarcane,370.33
01-08-2027,Uttar Pradesh,Pulses,5973.22
01-04-2024,Karnataka,Groundnut,6516.95
01-05-2022,Tamil Nadu,Soybean,3887.72
01-03-2020,Karnataka,Mustard,5066.2
01-03-2025,Haryana,Cotton,7203.2
01-07-2021,Gujarat,Groundnut,5664.0
01-03-2021,Bihar,Rice,1949.9
01-11-2020,Maharashtra,Barley,1574.72
01-03-2025,Bihar,Maize,1803.36
01-05-2024,Tamil Nadu,Sugarcane,356.77
01-12-2021,Haryana,Sugarcane,310.96
01-09-2022,Rajasthan,Cotton,6233.47
01-09-2021,Punjab,Sugarcane,304.15
01-04-2028,Punjab,Groundnut,7161.21
01-10-2026,Rajasthan,Wheat,2285.52
01-05-2023,Madhya Pradesh,Mustard,5433.84
01-12-2025,Maharashtra,Wheat,2263.78
01-01-2020,Maharashtra,Soybean,3553.45
01-05-2028,Maharashtra,Mustard,6345.14
01-05-2020,Rajasthan,Soybean,3747.85
01-07-2028,Madhya Pradesh,Barley,1982.36
01-06-2022,Karnataka,Wheat,2209.94
01-08-2022,Rajasthan,Groundnut,5692.39
01-01-2022,Rajasthan,Sugarcane,321.75
01-11-2020,Madhya Pradesh,Barley,1587.36
01-02-2028,Karnataka,Groundnut,6939.01
01-10-2024,Madhya Pradesh,Soybean,3860.83
01-05-2028,Haryana,Wheat,2645.38
01-09-2028,Tamil Nadu,Pulses,5998.14
01-11-2022,Gujarat,Maize,1584.9
01-03-2025,Madhya Pradesh,Pulses,5943.95
01-08-2021,Haryana,Wheat,2073.17
01-03-2024,Punjab,Rice,2140.65
01-12-2027,Haryana,Maize,1831.42
01-04-2021,Rajasthan,Sugarcane,324.64
01-02-2027,Madhya Pradesh,Mustard,5958.37
01-09-2025,Karnataka,Sugarcane,335.8
01-11-2022,Haryana,Wheat,2036.08
01-10-2024,Madhya Pradesh,Cotton,6421.46
01-07-2025,Punjab,Wheat,2373.36
01-10-2024,Bihar,Mustard,5289.79
01-03-2021,Rajasthan,Rice,1931.05
01-10-2022,Uttar Pradesh,Sugarcane,304.69
01-03-2020,Tamil Nadu,Pulses,5155.09
01-12-2028,Maharashtra,Mustard,5857.07
01-03-2028,Maharashtra,Barley,2042.71
01-01-2027,Madhya Pradesh,Groundnut,6716.87
01-08-2024,Karnataka,Maize,1633.03
01-09-2028,Bihar,Barley,1917.4
01-04-2024,Bihar,Sugarcane,350.75
01-03-2026,Bihar,Wheat,2488.94
01-02-2028,Bihar,Barley,2043.83
01-03-2022,Karnataka,Sugarcane,330.29
01-03-2028,Haryana,Barley,2081.97
01-03-2027,Tamil Nadu,Rice,2277.19
01-11-2027,Karnataka,Soybean,4067.31
01-05-2027,Madhya Pradesh,Rice,2326.07
01-01-2022,Haryana,Maize,1563.26
01-06-2026,Karnataka,Soybean,4222.75
01-08-2020,Punjab,Sugarcane,300.55
01-02-2028,Gujarat,Pulses,6430.13
01-08-2023,Uttar Pradesh,Rice,1959.52
01-02-2021,Rajasthan,Groundnut,5854.86
01-02-2024,Karnataka,Pulses,5754.97
01-07-2027,Punjab,Wheat,2440.29
01-07-2028,Rajasthan,Sugarcane,383.39
01-02-2023,Uttar Pradesh,Wheat,2219.32
01-06-2022,Karnataka,Rice,1994.58
01-04-2021,Punjab,Sugarcane,326.22
01-08-2023,Bihar,Pulses,5365.64
01-07-2021,Haryana,Wheat,2117.96
01-10-2023,Gujarat,Pulses,5304.37
01-05-2027,Haryana,Groundnut,6877.36
01-07-2024,Punjab,Soybean,4034.08
01-01-2023,Gujarat,Maize,1604.53
01-04-2024,Haryana,Groundnut,6444.3
01-07-2028,Punjab,Maize,1886.87
01-11-2027,Haryana,Groundnut,6422.87
01-12-2027,Tamil Nadu,Groundnut,6589.45
01-07-2026,Maharashtra,Pulses,5912.9
01-09-2020,Rajasthan,Sugarcane,293.92
01-10-2027,Uttar Pradesh,Pulses,5783.31
01-06-2021,Uttar Pradesh,Wheat,2163.25
01-02-2022,Karnataka,Barley,1760.61
01-09-2027,Bihar,Sugarcane,358.97
01-01-2028,Bihar,Mustard,5837.84
01-09-2025,Bihar,Sugarcane,333.49
01-05-2027,Gujarat,Sugarcane,387.72
01-05-2020,Madhya Pradesh,Wheat,2074.1
01-06-2027,Bihar,Soybean,4400.48
01-08-2023,Rajasthan,Pulses,5416.56
01-05-2021,Tamil Nadu,Pulses,5468.95
01-05-2022,Gujarat,Cotton,6662.63
01-01-2021,Gujarat,Rice,1835.55
01-06-2026,Uttar Pradesh,Wheat,2470.71
01-04-2024,Gujarat,Barley,1908.53
01-01-2025,Gujarat,Cotton,6935.05
01-12-2025,Tamil Nadu,Maize,1734.1
01-09-2023,Uttar Pradesh,Mustard,5012.83
01-02-2020,Uttar Pradesh,Soybean,3638.28
01-06-2028,Punjab,Mustard,6058.87
01-09-2028,Punjab,Cotton,7113.33
01-04-2026,Madhya Pradesh,Wheat,2543.46
01-11-2023,Punjab,Sugarcane,317.13
01-04-2023,Madhya Pradesh,Sugarcane,347.61
01-02-2025,Punjab,Maize,1770.96
01-12-2022,Karnataka,Soybean,3670.4
01-05-2027,Rajasthan,Maize,1874.73
01-10-2023,Punjab,Rice,1884.99
01-05-2023,Bihar,Cotton,6902.82
01-06-2023,Punjab,Barley,1776.88
01-08-2026,Maharashtra,Wheat,2322.42
01-03-2024,Tamil Nadu,Groundnut,6508.32
01-03-2028,Bihar,Mustard,6309.5
01-05-2023,Madhya Pradesh,Soybean,4062.35
01-03-2027,Haryana,Maize,1893.15
01-04-2021,Maharashtra,Soybean,3871.9
01-10-2026,Karnataka,Barley,1837.94
01-08-2028,Madhya Pradesh,Wheat,2489.36
01-06-2023,Karnataka,Soybean,3965.08
01-01-2024,Madhya Pradesh,Rice,2039.45
01-09-2024,Haryana,Groundnut,5980.97
01-07-2025,Karnataka,Soybean,4157.53
01-02-2021,Madhya Pradesh,Cotton,6334.28
01-07-2022,Uttar Pradesh,Maize,1627.25
01-01-2021,Tamil Nadu,Barley,1650.29
01-09-2023,Rajasthan,Sugarcane,323.64
01-09-2027,Haryana,Sugarcane,354.27
01-06-2023,Gujarat,Soybean,4025.8
01-06-2022,Madhya Pradesh,Pulses,5535.43
01-09-2028,Maharashtra,Soybean,4174.94
01-12-2022,Madhya Pradesh,Groundnut,5747.76
01-12-2026,Karnataka,Soybean,4107.74
01-03-2026,Rajasthan,Maize,1859.9
01-07-2025,Uttar Pradesh,Sugarcane,352.04
01-07-2025,Rajasthan,Rice,2089.15
01-09-2025,Punjab,Pulses,5570.14
01-01-2028,Gujarat,Rice,2208.87
01-07-2023,Bihar,Mustard,5217.41
01-08-2026,Rajasthan,Maize,1753.28
01-08-2024,Punjab,Barley,1769.24
01-06-2027,Karnataka,Pulses,6374.53
01-08-2026,Madhya Pradesh,Soybean,4005.57
01-02-2024,Karnataka,Groundnut,6385.17
01-10-2027,Punjab,Rice,2114.81
01-02-2023,Rajasthan,Mustard,5299.0
01-04-2024,Madhya Pradesh,Pulses,5813.34
01-04-2022,Bihar,Soybean,3984.92
01-10-2022,Uttar Pradesh,Maize,1521.74
01-10-2020,Uttar Pradesh,Barley,1531.75
01-06-2022,Haryana,Rice,1988.83
01-12-2026,Rajasthan,Barley,1846.55
01-05-2027,Gujarat,Mustard,6121.65
01-12-2022,Madhya Pradesh,Mustard,5111.6
01-12-2024,Karnataka,Pulses,5545.84
01-06-2020,Tamil Nadu,Maize,1574.7
01-03-2025,Bihar,Barley,1960.63
01-01-2027,Punjab,Rice,2139.59
01-12-2022,Madhya Pradesh,Rice,1915.64
01-10-2024,Maharashtra,Sugarcane,325.77
01-12-2024,Uttar Pradesh,Soybean,3848.24
01-10-2027,Bihar,Wheat,2299.47
01-07-2027,Haryana,Rice,2187.53
01-06-2025,Karnataka,Pulses,5885.52
01-05-2021,Bihar,Soybean,3723.21
01-08-2024,Rajasthan,Wheat,2246.78
01-01-2024,Karnataka,Soybean,3863.78
01-08-2026,Maharashtra,Rice,2133.09
01-09-2021,Bihar,Mustard,4773.11
01-10-2022,Maharashtra,Soybean,3645.4
01-12-2026,Punjab,Barley,1884.66
